0,0,0
7,-3,1
10,-12,10
26,-10,4
39,-13,5
53,-16,7
70,-18,8
85,-21,10
103,-23,13
120,-26,15
137,-28,18
154,-29,22
171,-31,25
187,-32,30
202,-34,35
216,-35,41
229,-36,47
242,-36,54
252,-35,59
263,-34,65
273,-31,70
281,-26,75
290,-22,80
295,-14,83
302,-8,86
307,0,88
312,11,89
318,21,91
323,33,92
327,47,93
331,63,93
335,78,93
337,100,91
340,122,90
343,142,90
346,166,91
349,189,92
353,213,95
356,238,99
359,263,102
360,288,105
359,313,108
358,336,111
355,356,114
350,373,119
344,385,124
337,395,129
329,404,134
321,413,138
309,418,141
296,421,142
283,426,144
266,426,143
251,429,143
233,432,142
214,435,141
197,438,141
178,441,139
158,445,138
140,448,138
122,452,137
104,455,136
86,459,134
68,463,133
51,466,131
36,468,130
23,470,129
14,473,129
3,475,129
-3,478,128
-16,481,126
-21,483,123
-28,482,121
-33,479,117
-36,474,113
-39,467,107
-42,461,102
-40,452,96
-37,441,89
-38,432,82
-36,419,75
-36,401,66
-36,386,57
-33,366,49
-32,349,41
-29,329,33
-26,310,28
-23,288,21
-22,265,15
-20,243,11
-19,220,7
-18,198,3
-18,175,1
-19,152,0
-21,130,0
-21,110,0
-23,91,1
-31,57,5
-31,42,7
-30,30,9
-29,17,11
-28,8,13
-27,1,15
-27,-4,16
-27,-10,18
-27,-14,21
-28,-19,22
