0,0,0
0,0,0
2,0,0
6,1,0
10,1,1
16,3,1
23,3,2
28,3,3
35,2,4
43,1,5
51,0,7
60,-1,10
71,-2,13
81,-4,16
92,-3,19
102,-3,21
113,-4,24
123,-5,28
134,-6,31
146,-7,36
157,-8,40
170,-9,44
181,-10,48
193,-10,53
217,-11,62
228,-12,66
238,-13,70
249,-14,74
259,-15,78
269,-15,82
278,-16,85
288,-16,88
297,-17,92
305,-17,95
313,-18,98
320,-19,100
327,-20,102
334,-21,104
340,-22,106
346,-22,108
351,-23,109
356,-23,111
361,-24,112
366,-25,113
369,-27,114
373,-28,115
377,-30,115
379,-34,116
381,-38,115
383,-43,115
384,-50,113
384,-58,110
385,-66,108
385,-77,105
385,-90,103
384,-104,102
384,-119,101
383,-136,100
382,-155,101
380,-175,102
377,-194,103
375,-213,104
372,-232,105
368,-249,107
366,-265,109
363,-293,118
362,-305,122
361,-317,126
359,-328,130
358,-338,134
356,-346,137
354,-354,140
353,-361,143
352,-367,146
351,-370,148
349,-374,149
348,-378,151
346,-380,152
345,-383,153
343,-383,153
342,-382,153
340,-382,154
339,-381,153
337,-379,152
335,-377,151
332,-374,149
329,-373,147
326,-370,145
323,-368,142
319,-365,136
315,-363,132
309,-361,125
303,-359,118
296,-358,111
288,-358,104
280,-357,98
271,-357,93
262,-358,87
251,-359,82
240,-361,76
228,-364,70
215,-366,63
201,-368,57
187,-370,50
174,-371,44
160,-372,39
135,-373,31
123,-374,28
113,-373,27
102,-373,25
93,-372,25
85,-371,24
76,-370,24
68,-370,24
59,-369,24
52,-369,25
45,-367,25
39,-365,25
33,-363,26
25,-357,28
20,-354,29
17,-349,30
13,-344,31
10,-338,31
7,-331,30
4,-323,29
1,-312,28
0,-303,27
-2,-292,26
-4,-280,25
-5,-267,24
-6,-253,22
-10,-223,20
-10,-206,19
-11,-191,18
-11,-174,18
-12,-159,18
-12,-144,18
-12,-130,19
-11,-116,19
-12,-89,19
-11,-78,20
-11,-68,20
-11,-59,20
-12,-44,20
-12,-38,19
-12,-36,19
