0,0,0
-2,1,-1
-4,4,-6
-8,7,-10
-12,11,-14
-17,14,-19
-24,17,-24
-32,19,-29
-41,23,-35
-52,26,-40
-62,29,-47
-72,33,-53
-84,37,-59
-96,41,-65
-109,45,-70
-122,48,-75
-135,52,-80
-149,56,-85
-163,61,-90
-177,66,-94
-192,72,-98
-206,77,-102
-220,82,-104
-234,88,-107
-248,94,-108
-262,100,-110
-276,106,-111
-289,112,-112
-302,118,-113
-314,123,-113
-325,128,-113
-334,132,-112
-342,137,-111
-350,140,-110
-356,143,-109
-363,147,-108
-370,149,-108
-374,149,-107
-380,149,-107
-384,148,-107
-390,148,-107
-394,145,-107
-397,142,-107
-400,138,-107
-403,134,-108
-404,126,-108
-404,117,-108
-406,109,-108
-408,96,-109
-408,83,-109
-409,69,-110
-408,38,-110
-407,22,-109
-405,6,-108
-403,-11,-106
-402,-30,-104
-400,-50,-101
-398,-69,-98
-397,-87,-94
-399,-106,-90
-399,-125,-86
-399,-142,-82
-399,-158,-77
-399,-174,-72
-398,-201,-64
-396,-213,-60
-395,-224,-58
-393,-234,-54
-391,-243,-52
-388,-250,-51
-385,-256,-50
-382,-261,-50
-379,-266,-50
-376,-269,-51
-372,-272,-53
-369,-276,-53
-366,-278,-53
-362,-281,-53
-358,-284,-52
-354,-286,-51
-349,-288,-50
-342,-289,-48
-336,-291,-48
-329,-292,-48
-321,-292,-48
-314,-293,-46
-303,-293,-46
-294,-293,-45
-284,-292,-45
-274,-292,-44
-264,-292,-42
-239,-293,-39
-228,-293,-37
-219,-294,-36
-209,-294,-34
-200,-294,-32
-190,-294,-30
-181,-294,-27
-172,-295,-26
-163,-294,-24
-154,-294,-22
-146,-294,-20
-138,-293,-19
-130,-293,-17
-115,-292,-14
-108,-291,-12
-101,-291,-11
-94,-289,-10
-88,-288,-10
-81,-287,-9
-75,-284,-8
-68,-281,-8
-61,-277,-7
-55,-272,-7
-48,-266,-6
-43,-261,-6
-37,-256,-5
-29,-245,-6
-22,-232,-7
-19,-225,-8
-17,-219,-8
-15,-211,-9
-12,-202,-9
-10,-193,-8
-9,-183,-8
-7,-173,-7
-6,-162,-6
-6,-150,-5
-5,-138,-3
-3,-112,0
0,-85,7
1,-72,10
2,-58,13
2,-47,16
1,-37,19
0,-28,21
