0,0,0
3,-2,-1
7,-6,-1
12,-8,-2
17,-9,-4
23,-10,-5
29,-11,-5
35,-11,-6
43,-12,-6
50,-12,-7
58,-11,-7
65,-11,-8
74,-9,-8
82,-7,-8
91,-4,-8
100,-2,-8
109,1,-7
119,6,-7
128,11,-6
138,18,-6
147,25,-5
156,32,-5
176,49,-3
197,69,0
216,91,1
231,118,4
244,147,9
249,163,12
260,194,17
262,212,21
264,230,24
264,251,27
264,272,31
264,294,35
261,317,40
260,338,45
256,361,50
252,384,55
246,405,60
241,426,66
234,445,71
227,464,76
218,482,82
208,501,87
198,519,93
184,536,99
170,550,104
154,562,108
140,574,112
121,579,113
105,587,116
86,590,118
68,594,120
63,587,116
43,586,117
22,584,117
1,580,116
-19,574,116
-40,567,115
-61,560,114
-82,549,113
-101,536,111
-120,521,109
-138,508,108
-155,493,106
-168,473,103
-181,454,102
-193,435,98
-203,414,96
-213,393,93
-219,372,88
-225,350,85
-229,328,82
-231,307,78
-233,285,74
-233,243,68
-230,222,64
-226,202,61
-220,183,58
-214,163,56
-208,144,53
-201,126,52
-192,111,50
-184,94,48
-174,80,47
-164,65,46
-152,53,44
-140,42,43
-117,20,40
-106,10,38
-95,4,37
-84,-2,36
-62,-10,34
-38,-14,31
-27,-16,30
-6,-16,28
3,-16,26
14,-14,25
34,-15,23
44,-16,23
53,-16,22
62,-16,21
70,-18,21
78,-19,22
