0,0,0
12,1,0
43,15,0
74,40,0
104,83,1
112,105,3
117,128,6
119,149,8
121,170,12
118,190,16
117,209,19
113,227,23
106,244,25
96,259,25
84,271,25
72,284,25
54,290,22
40,299,22
27,304,19
13,304,17
-1,305,16
-17,297,12
-32,293,10
-47,285,7
-59,274,4
-70,263,2
-79,247,0
-86,230,-2
-93,212,-4
-100,195,-6
-103,174,-7
-103,152,-9
-105,133,-9
-104,113,-9
-102,93,-10
-100,75,-8
-94,57,-7
-90,39,-6
-82,23,-2
-74,8,0
-64,-4,3
-53,-15,7
-41,-25,10
-27,-32,14
-14,-38,17
0,-41,21
14,-41,25
27,-43,29
40,-38,33
52,-36,37
63,-31,40
71,-25,44
79,-19,48
