0,0,0
-6,-3,-4
-19,-9,-12
-24,-12,-16
-29,-15,-19
-34,-19,-23
-40,-22,-27
-56,-27,-37
-65,-29,-42
-76,-33,-48
-86,-38,-54
-103,-51,-62
-110,-59,-66
-118,-68,-69
-140,-84,-80
-165,-101,-89
-186,-119,-95
-205,-140,-100
-226,-162,-103
-249,-184,-106
-268,-202,-108
-284,-219,-109
-300,-235,-109
-317,-250,-108
-335,-265,-107
-351,-277,-105
-363,-287,-102
-374,-295,-101
-389,-299,-100
-404,-304,-97
-415,-308,-95
-422,-307,-93
-432,-302,-92
-444,-296,-91
-462,-275,-88
-471,-257,-89
-498,-238,-89
-534,-211,-89
-565,-177,-89
-596,-141,-90
-627,-108,-87
-663,-80,-79
-698,-57,-68
-730,-38,-55
-758,-21,-43
