0,0,0
0,0,-2
-1,-1,-5
-1,-3,-8
-2,-4,-12
-3,-5,-15
-4,-7,-20
-9,-12,-30
-12,-14,-37
-16,-17,-44
-20,-19,-51
-24,-22,-59
-29,-24,-67
-34,-27,-74
-39,-30,-82
-44,-33,-90
-51,-36,-98
-58,-40,-106
-65,-43,-115
-81,-50,-133
-97,-56,-149
-105,-59,-157
-113,-62,-165
-121,-64,-172
-129,-67,-178
-137,-69,-185
-145,-71,-190
-152,-73,-195
-159,-74,-199
-166,-76,-203
-171,-77,-206
-182,-78,-211
-187,-78,-212
-190,-78,-214
-194,-77,-215
-196,-75,-215
-198,-73,-216
-199,-71,-216
-200,-69,-215
-199,-66,-214
-198,-62,-212
-195,-58,-209
-193,-54,-207
-190,-50,-204
-184,-41,-196
-180,-37,-192
-176,-32,-187
-173,-28,-182
-168,-24,-176
-164,-19,-170
-159,-14,-163
-153,-8,-155
-147,-3,-148
-142,3,-140
-136,9,-132
-129,16,-124
-123,22,-115
-111,37,-97
-100,52,-79
-94,58,-70
-89,65,-62
-84,71,-54
-80,77,-47
-76,83,-40
-73,89,-35
-69,94,-29
-67,99,-24
-64,102,-21
-60,109,-14
-57,115,-10
-55,120,-9
-55,123,-9
-55,125,-10
-55,127,-12
-56,129,-14
-57,131,-15
-60,135,-20
-62,138,-23
-71,145,-32
-80,151,-41
-85,155,-46
-90,158,-51
-96,163,-56
-102,169,-61
-114,182,-70
-120,188,-75
-128,196,-80
-143,212,-90
-151,221,-95
-167,239,-104
-175,248,-109
-192,266,-119
-201,274,-124
-211,283,-129
-229,300,-137
-238,308,-140
-246,316,-143
-263,330,-149
-271,337,-152
-286,350,-156
-300,363,-159
-305,368,-159
-310,374,-160
-315,378,-160
-319,383,-160
-324,387,-161
-328,393,-159
-330,396,-158
-331,398,-156
-331,401,-154
-329,402,-152
-328,403,-150
-324,404,-146
-319,403,-143
-316,402,-141
-307,400,-135
-302,398,-133
-296,397,-130
-291,395,-127
-277,390,-120
-261,384,-113
-253,381,-109
-244,377,-104
-235,373,-100
-216,364,-89
-206,359,-84
-195,354,-79
-175,343,-68
-164,337,-61
-143,322,-49
-122,305,-36
-102,289,-22
-93,281,-15
-75,266,-2
-66,259,4
-50,244,19
-42,236,27
-28,222,41
-22,215,47
-11,203,58
-1,194,67
6,188,73
9,185,75
14,181,79
17,179,81
20,178,83
21,179,83
21,184,84
22,189,86
20,198,87
19,205,88
17,219,91
16,237,94
14,254,100
13,269,106
13,283,114
13,297,124
13,311,135
14,326,146
14,342,158
13,358,171
12,374,185
12,390,199
12,406,213
11,419,227
11,430,241
10,438,254
10,446,266
10,452,277
9,457,287
10,460,294
11,463,302
11,464,308
12,464,313
14,463,315
15,462,316
18,458,318
22,452,319
24,448,319
30,440,319
33,435,319
36,430,319
43,418,318
47,410,318
54,395,315
59,386,313
68,366,306
77,343,298
82,330,293
92,304,283
98,290,277
108,260,263
113,243,254
121,211,238
125,195,230
131,165,216
135,141,203
137,122,190
138,106,180
139,94,176
139,86,172
139,80,171
139,78,172
139,77,174
139,75,177
139,75,181
140,77,186
141,79,193
143,79,201
145,77,210
148,74,220
150,68,229
153,60,241
156,53,253
160,45,265
163,39,278
167,34,291
172,30,304
175,26,318
177,19,331
177,9,344
177,4,351
176,-5,364
176,-9,370
175,-17,382
175,-21,388
174,-27,398
174,-33,406
174,-35,410
173,-39,418
173,-41,421
172,-44,427
172,-46,429
171,-49,433
171,-50,435
171,-53,438
171,-55,438
170,-56,438
169,-60,438
169,-62,437
168,-66,434
168,-67,432
168,-71,426
167,-76,418
167,-80,408
166,-84,396
166,-87,383
166,-90,366
165,-91,349
165,-92,331
164,-94,310
163,-95,290
161,-96,268
159,-95,246
155,-94,226
151,-93,208
147,-91,192
145,-87,179
141,-83,167
139,-79,157
136,-76,148
135,-73,142
133,-72,136
132,-72,132
133,-75,128
131,-80,124
130,-88,122
129,-92,121
127,-102,118
124,-114,115
122,-121,114
119,-135,112
116,-143,112
111,-160,109
104,-178,107
96,-195,104
92,-203,103
84,-218,100
81,-225,99
74,-237,96
68,-247,94
64,-252,92
58,-261,90
52,-267,87
49,-271,83
47,-272,81
45,-272,76
44,-270,73
40,-265,67
39,-258,64
39,-246,61
38,-234,57
37,-220,53
37,-203,48
37,-186,44
35,-167,39
32,-149,32
30,-130,26
27,-111,21
23,-94,15
20,-77,11
17,-60,8
14,-45,4
11,-35,0
6,-30,-2
1,-29,-4
