0,0,0
0,3,0
0,10,-1
0,15,-1
0,21,0
0,28,0
0,35,1
1,44,2
3,55,4
6,66,6
9,78,8
11,92,11
15,104,14
17,117,17
20,132,20
22,145,24
25,158,28
27,171,32
29,182,36
31,193,40
32,201,44
33,210,47
32,217,50
31,224,52
28,229,53
25,234,55
22,238,56
17,242,57
12,245,58
6,247,59
0,250,59
-7,252,60
-16,254,59
-25,257,59
-37,259,58
-48,261,58
-60,264,57
-74,266,56
-87,268,56
-118,271,55
-134,273,55
-151,276,55
-167,278,55
-184,280,55
-200,283,56
-217,286,57
-234,289,59
-250,292,61
-266,295,63
-282,298,65
-297,301,68
-311,304,71
-338,309,76
-351,312,78
-364,315,81
-375,317,84
-387,318,86
-398,319,89
-407,318,91
-415,317,92
-420,314,93
-426,312,93
-431,309,93
-435,304,92
-439,298,91
-446,283,88
-449,260,81
-450,246,77
-450,230,74
-451,212,70
-453,194,68
-455,175,65
-456,155,63
-459,134,62
-460,113,61
-461,94,59
-462,73,61
-462,35,61
-462,16,63
-461,0,64
-460,-16,65
-458,-31,66
-456,-45,67
-455,-57,68
-461,-68,68
-457,-76,67
-454,-86,67
-450,-94,65
-446,-102,64
-441,-109,61
-430,-120,57
-424,-126,54
-417,-131,52
-408,-136,49
-398,-140,46
-388,-145,43
-375,-150,40
-363,-156,37
-347,-160,34
-329,-165,31
-314,-169,29
-296,-173,27
-279,-176,25
-246,-183,23
-230,-187,22
-214,-190,22
-198,-192,23
-183,-195,24
-168,-199,25
-154,-201,27
-141,-204,29
-129,-207,31
-117,-209,32
-107,-210,33
-97,-210,34
-83,-212,35
-66,-211,34
-58,-210,34
-51,-209,34
-44,-209,34
-40,-207,33
-35,-205,33
-30,-203,33
-26,-201,32
-23,-197,31
-20,-194,30
-18,-188,28
-16,-183,26
-14,-176,24
-10,-161,22
-6,-144,19
-4,-133,18
-3,-123,18
-2,-111,17
-1,-101,17
-1,-90,18
-1,-80,19
-1,-71,20
-1,-62,21
-2,-54,23
-4,-47,24
