0,0,0
-5,3,-2
-15,-4,0
-24,-7,-1
-34,-8,-3
-45,-7,-4
-57,-8,-5
-69,-8,-6
-83,-9,-7
-97,-8,-8
-113,-9,-9
-128,-11,-10
-144,-11,-10
-161,-12,-10
-181,-14,-8
-200,-16,-6
-220,-18,-2
-242,-20,3
-261,-22,7
-280,-23,13
-317,-22,25
-334,-19,31
-350,-14,38
-365,-5,43
-380,1,47
-393,13,52
-405,25,56
-416,38,60
-423,54,63
-431,68,66
-436,85,69
-440,103,73
-443,124,77
-446,145,81
-447,195,88
-445,221,92
-441,250,97
-436,279,104
-433,309,110
-428,340,116
-420,370,122
-414,399,127
-403,427,132
-395,453,138
-386,475,143
-377,492,147
-370,508,152
-361,514,153
-352,516,154
-342,516,153
-334,513,151
-328,507,149
-320,501,145
-313,491,141
-305,480,135
-294,470,128
-282,462,121
-267,455,114
-253,449,108
-237,445,102
-200,440,93
-183,437,89
-164,435,88
-147,434,89
-130,433,89
-114,432,90
-97,432,93
-80,432,96
-64,431,98
-50,430,101
-37,430,104
-24,430,106
-30,427,106
-16,425,107
-11,422,107
-4,419,106
0,413,105
4,409,103
4,402,100
6,397,97
5,391,94
2,385,90
2,378,87
1,370,82
0,361,78
0,350,72
0,324,60
1,311,54
3,297,48
4,281,41
4,265,35
3,247,29
2,228,23
1,210,19
0,190,14
-2,169,11
-3,148,9
-4,128,7
-6,108,6
-11,71,9
-15,43,11
-18,32,12
-20,25,12
-22,17,13
-23,10,14
-25,7,14
