0,0,0
-1,-21,-4
0,-48,-7
3,-75,-10
3,-100,-12
2,-133,-12
3,-167,-10
3,-203,-6
2,-243,0
3,-284,10
2,-322,21
-1,-359,33
-2,-395,49
0,-429,66
0,-456,80
-3,-481,94
-7,-501,106
-7,-519,119
-7,-536,133
-4,-548,143
0,-554,150
294,-250,141
282,-253,136
269,-256,131
258,-258,126
241,-259,119
221,-259,111
199,-260,103
174,-261,96
149,-262,89
120,-262,83
89,-262,77
60,-263,73
27,-264,70
-7,-265,70
-40,-265,70
-73,-263,70
-108,-261,73
-145,-261,79
-177,-260,86
-204,-259,92
-230,-258,99
-254,-257,107
-273,-258,116
