0,0,0
-13,3,-2
-33,5,-4
-60,10,-6
-101,21,-8
-147,41,-10
-186,60,-9
-221,78,-6
-257,98,-2
-297,122,5
-333,144,14
-365,163,24
-394,178,37
-419,189,51
-440,197,64
-458,208,74
-467,218,79
-475,227,84
-479,233,87
-477,236,88
-472,238,85
-458,239,77
-436,239,65
-409,241,51
-377,243,38
-335,246,21
-288,252,5
-243,262,-5
-195,277,-13
-147,300,-19
-103,322,-21
-68,342,-19
-33,362,-16
4,381,-12
35,397,-7
53,407,-5
57,408,-6
59,402,-8
58,385,-13
58,366,-17
50,340,-24
44,311,-29
41,274,-32
41,234,-33
37,193,-32
30,155,-31
21,117,-28
14,80,-23
8,46,-16
1,16,-8
