0,0,0
38,55,-24
56,61,-18
93,89,-21
132,117,-18
160,142,-13
179,169,-7
202,197,0
231,224,10
255,249,21
270,271,31
284,294,41
296,316,51
308,335,62
313,348,68
312,357,72
307,363,73
297,369,72
283,374,68
264,377,62
238,377,55
209,378,47
172,380,38
128,385,31
76,396,25
25,409,24
-25,423,26
-74,434,32
-117,443,40
-154,447,47
-187,449,56
-215,451,64
-232,450,70
-244,445,73
-252,438,74
-252,428,71
-247,418,65
-240,406,59
-229,390,50
-218,368,42
-200,337,31
-180,303,22
-162,270,15
-140,233,9
-114,194,5
-94,154,6
-80,114,11
-63,75,18
-43,38,26
-28,5,37
-20,-19,46
