0,0,0
-2,1,-1
-4,2,-2
-10,6,-7
-14,9,-9
-19,12,-13
-25,15,-16
-30,18,-19
-35,22,-22
-40,26,-24
-46,29,-26
-50,33,-27
-55,37,-27
-59,41,-28
-64,45,-29
-68,49,-30
-77,56,-30
-82,59,-31
-86,63,-31
-90,65,-31
-94,67,-31
-99,69,-31
-104,70,-30
-109,71,-30
-114,72,-30
-119,73,-30
-125,73,-30
-131,73,-31
-142,71,-31
-149,70,-30
-155,68,-30
-162,67,-29
-168,65,-29
-175,63,-29
-183,61,-29
-191,59,-29
-201,56,-29
-211,54,-29
-220,52,-30
-230,50,-30
-240,48,-30
-260,46,-30
-269,45,-31
-278,45,-31
-286,44,-32
-295,44,-32
-301,44,-32
-308,44,-33
-315,44,-33
-322,44,-33
-328,43,-33
-335,43,-34
-340,42,-34
-345,41,-34
-354,38,-34
-359,35,-34
-364,33,-34
-369,29,-35
-374,25,-35
-379,21,-35
-384,17,-35
-389,12,-36
-394,7,-36
-399,1,-36
-405,-4,-36
-411,-11,-35
-418,-18,-34
-430,-32,-34
-436,-40,-34
-446,-56,-35
-452,-64,-34
-459,-72,-35
-465,-80,-34
-472,-87,-34
-478,-95,-33
-484,-102,-32
-488,-108,-31
-493,-115,-29
-496,-122,-27
-501,-133,-22
-503,-138,-19
-504,-143,-17
-505,-146,-14
-505,-148,-13
-505,-151,-11
-503,-152,-10
-501,-153,-10
-498,-154,-10
-494,-155,-10
-490,-155,-9
-484,-155,-9
-479,-155,-9
-464,-153,-9
-457,-152,-8
-446,-150,-9
-436,-148,-9
-424,-146,-9
-412,-144,-9
-398,-141,-10
-384,-138,-11
-370,-135,-11
-355,-132,-11
-341,-129,-11
-325,-126,-10
-310,-122,-10
-277,-115,-6
-246,-108,-1
-214,-100,4
-198,-96,6
-183,-91,10
-167,-87,13
-152,-82,15
-137,-77,19
-123,-73,22
-109,-68,24
-97,-64,27
-73,-54,32
-62,-49,34
-45,-40,38
-38,-36,39
-30,-31,41
-268,68,-2
-271,71,-1
-275,79,1
-278,84,1
-281,91,1
-283,97,1
-285,107,1
-288,115,0
-290,125,0
-292,135,1
-293,146,1
-295,156,2
-296,166,4
-297,176,6
