0,0,0
-2,2,-2
-3,4,-4
-6,7,-8
-9,10,-11
-14,17,-17
-18,21,-20
-26,29,-26
-31,34,-30
-36,38,-34
-41,43,-38
-47,48,-42
-53,52,-46
-59,57,-49
-71,67,-56
-84,75,-63
-98,84,-69
-128,100,-78
-134,103,-80
-139,105,-80
-144,107,-81
-148,108,-82
-153,109,-82
-157,111,-83
-161,111,-83
-165,112,-83
-167,114,-83
-169,114,-83
-171,114,-82
-173,113,-81
-175,111,-81
-177,109,-81
-179,107,-82
-181,103,-83
-183,99,-83
-186,94,-84
-188,88,-86
-192,82,-87
-195,75,-89
-199,69,-91
-204,60,-93
-213,46,-97
-217,40,-99
-226,26,-103
-231,20,-105
-235,14,-107
-240,7,-110
-245,1,-112
-250,-3,-114
-255,-9,-116
-261,-15,-118
-266,-21,-120
-271,-26,-122
-280,-35,-125
-289,-43,-129
-293,-47,-130
-296,-50,-131
-299,-53,-132
-303,-57,-133
-307,-60,-134
-311,-63,-134
-315,-66,-136
-319,-70,-136
-323,-73,-137
-326,-76,-137
-334,-82,-138
-342,-89,-138
-348,-95,-137
-350,-98,-137
-353,-100,-137
-356,-102,-137
-359,-104,-138
-362,-108,-137
-363,-110,-137
-364,-112,-137
-366,-119,-135
-366,-121,-135
-365,-124,-135
-364,-126,-135
-364,-127,-135
-362,-129,-135
-361,-131,-135
-357,-135,-134
-354,-137,-134
-351,-139,-134
-341,-145,-135
-337,-148,-135
-330,-155,-135
-328,-161,-135
-325,-166,-136
-323,-172,-136
-318,-186,-137
-316,-193,-138
-314,-202,-137
-310,-219,-134
-307,-237,-130
-304,-253,-125
-299,-267,-120
-296,-273,-117
-293,-279,-114
-289,-284,-112
-283,-292,-107
-279,-296,-105
-276,-299,-104
-264,-306,-99
-256,-309,-96
-247,-308,-93
-242,-308,-91
-238,-306,-90
-228,-302,-86
-222,-298,-84
-216,-294,-81
-199,-283,-75
-172,-261,-65
-163,-252,-62
-144,-234,-54
-136,-224,-50
-128,-215,-46
-113,-196,-39
-106,-186,-37
-92,-165,-31
-85,-154,-29
-65,-123,-20
-59,-113,-16
-46,-92,-10
-40,-81,-6
-29,-60,0
-24,-51,3
-20,-42,6
-14,-29,11
-275,-10,-80
-280,-2,-82
-288,6,-83
-298,17,-87
-311,30,-90
-324,42,-92
-336,52,-90
